#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321A36D43
#Date Time: 2021-02-19 11:31:21.830
#Start: 1 Hz
#Stop: 1e+06 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.43721 V
#Offset: 0.000278555 V
#Relative: no
#Channel: Channel 2
#Range: 5.4363 V
#Offset: -0.000305248 V
#Relative: yes
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 3.3 V
#Negative Supply: OFF
#Voltage: -1 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1.000000000000002,0.02889368254547262,8.600881159978309,-106.3619061096779
1.096478196143188,0.03925623601700588,9.320182311822926,-107.7819529332259
1.202264434617416,0.04060118656435411,10.03225674553241,-109.2743717818953
1.31825673855641,0.02656612227394434,10.74248771946802,-110.9648171289656
1.445439770745928,0.03166956825496153,11.42525525478416,-112.6966266274858
1.584893192461118,0.03488804830664118,12.09057901101393,-114.6391531772126
1.73780082874938,0.02373638680719325,12.75202867920279,-116.6324100048026
1.905460717963249,0.03044170003785052,13.37282803293403,-118.7281480464417
2.089296130854045,0.02336928883325323,13.98191781353439,-120.9716853841117
2.29086765276778,0.0324926448913589,14.54822239101364,-123.3180384252238
2.511886431509582,0.04053925333179281,15.07989164969774,-125.706468147117
2.754228703338175,0.02938798609897254,15.5999497428344,-128.1840247831449
3.01995172040202,0.02353126375013889,16.08532068700562,-130.7870893986076
3.311311214825915,0.04415568564818422,16.51311506243403,-133.3261394900548
3.630780547701026,0.02153487673819041,16.9360601763863,-135.8726146051657
3.981071705534978,0.02603635808837372,17.3096659359635,-138.48903894102
4.365158322401665,0.02996610415963735,17.63530774172328,-141.0599283527356
4.786300923226391,0.03835374385735123,17.9335345827553,-143.5248759877662
5.248074602497735,0.0284031568112846,18.20804373945778,-145.9822166264032
5.754399373371579,0.03309235977411586,18.44152346602161,-148.4244059354864
6.309573444801944,0.03994767449360731,18.64481267648674,-150.6790800810073
6.918309709189378,0.03163783321608955,18.83413564582109,-152.8214489559576
7.585775750291853,0.03800972374769395,18.98942448984191,-154.8915544237036
8.317637711026727,0.0344873343782808,19.12713048816445,-156.7924580954478
9.120108393559116,0.03321049912823075,19.24087206064773,-158.7138117825046
10.00000000000002,0.04195341447656174,19.3371732166141,-160.3258134986343
10.96478196143187,0.04062326352920487,19.42247869010313,-161.9843296435072
12.02264434617413,0.04466210898032037,19.4962175996939,-163.4562649738196
13.1825673855641,0.03265026233296483,19.56439873104309,-164.8086198920147
14.45439770745931,0.03332618502931923,19.61220311958484,-166.1612387770907
15.84893192461114,0.0322118436392995,19.66680132854754,-167.3170343569216
17.3780082874938,0.03632006559618823,19.69271558644093,-168.4090449932658
19.05460717963252,0.02927971090470806,19.73170121804048,-169.3845510847838
20.89296130854041,0.0413395100973296,19.74564172717348,-170.3079299562517
22.90867652767779,0.04588885709238286,19.76388458141099,-171.1203290983771
25.11886431509588,0.02868507643668892,19.79838670358178,-171.8557016550339
27.54228703338169,0.03334243581675104,19.81475477439194,-172.5994990427751
30.19951720402026,0.04380152609259903,19.82201735212921,-173.3164009712135
33.11311214825921,0.03102968051518679,19.8415121952016,-173.885830724141
36.30780547701018,0.04195216117047826,19.84314976562837,-174.4598780394953
39.81071705534978,0.04020502184097317,19.8493959117637,-174.9966373818528
43.65158322401666,0.04128501686595722,19.85180288071028,-175.3655937904862
47.86300923226391,0.03896618892832326,19.86283580307147,-175.8168138287306
52.48074602497734,0.03500063556881508,19.86688645049815,-176.1865112070036
57.54399373371579,0.03593436210963572,19.87398471664951,-176.4946622266382
63.09573444801944,0.04338994909340238,19.86610660599235,-176.8589769398713
69.18309709189377,0.04453265161597872,19.86744353969007,-177.1458989011754
75.85775750291852,0.0424373066582626,19.8754115193315,-177.4293679959653
83.17637711026727,0.03539707083147186,19.89115438510312,-177.6775982071106
91.20108393559116,0.03350628548672552,19.88919298576227,-177.9864608909946
100,0.02548917487443467,19.89227967538655,-178.1826623889942
109.6478196143187,0.04263276162540533,19.88481591466851,-178.3917906148113
120.2264434617415,0.03425651875736118,19.89272711586763,-178.5649767073535
131.8256738556408,0.03924358130453945,19.89418241731975,-178.6766844066029
144.543977074593,0.02800192442232962,19.89856875885043,-178.8683864059469
158.4893192461116,0.02281989718543159,19.90604973109829,-179.0471033412053
173.7800828749376,0.03416449190832208,19.90115376514497,-179.2522403104606
190.5460717963251,0.0345603254185343,19.89978014811744,-179.3972009702846
208.9296130854043,0.0324775108388359,19.9094611320546,-179.5378028757805
229.0867652767775,0.03423121831825754,19.90122218965892,-179.6051699043531
251.1886431509585,0.04203641348456491,19.89715406289994,-179.8757780245225
275.4228703338172,0.04698675341631215,19.89024526259162,-179.9187053582937
301.995172040202,0.04605634445583185,19.89219623383243,179.7664297726977
331.1311214825911,0.02862048121094281,19.89983509071832,179.7446077161494
363.0780547701021,0.04849014746120466,19.88807634819815,179.616567629034
398.1071705534978,0.04242232169279238,19.89403054837523,179.3771961638327
436.5158322401662,0.03738043241139566,19.89501165418352,179.2783658315768
478.6300923226391,0.02968707682083189,19.91536288840399,179.1837708329944
524.8074602497734,0.0449389302370854,19.88308367245154,178.9845057894051
575.4399373371573,0.03753090774735199,19.8961636983868,178.9505951899181
630.9573444801944,0.03105898530610808,19.89006185167003,178.5708802010592
691.8309709189377,0.04646899082457191,19.87955942205765,178.4021190060417
758.5775750291845,0.05566115281503584,19.8819520583285,178.2677062380291
831.7637711026728,0.02208611253436984,19.89468265361914,177.9689347242318
912.0108393559116,0.04701744480733052,19.88686660542356,177.8553288767498
1000.000000000001,-0.01350006252983278,19.91295229452007,177.519719374252
1096.478196143186,0.02590948648803113,19.90654988689945,177.3934499173195
1202.264434617413,0.06325489116588975,19.8628191122179,177.0111760361397
1318.256738556409,0.05271233704650508,19.88267013102017,176.5301401560044
1445.439770745928,0.004662147793079936,19.89353453257492,176.1725237027459
1584.893192461114,0.0520811155876135,19.87342549611767,175.7442321295577
1737.800828749378,0.03307298859041214,19.87829473325322,175.4624069558479
1905.460717963248,0.03487146621852282,19.88059683692433,175.1296945593928
2089.296130854041,0.03622411278527436,19.8500867054176,174.5409500571363
2290.867652767778,0.006335090500877503,19.84954084765043,173.8722563293325
2511.886431509583,0.02687397596229351,19.8569805637331,173.1764719660671
2754.228703338169,0.04199732156970917,19.85045698232621,172.7355133816237
3019.951720402017,0.04617884127721714,19.82803822298341,172.0250638997746
3311.311214825915,-0.01326153039568397,19.81951261317522,171.3043498907585
3630.780547701018,0.03957585652761663,19.78985072561786,170.2872033525282
3981.071705534974,0.06618481162054993,19.75092140824373,169.4232918156964
4365.158322401666,0.08229674567233386,19.70914551789263,168.3487969973883
4786.300923226386,0.01974573588629263,19.68074833517689,167.1916192948098
5248.074602497729,0.02907107608153183,19.65784825778925,166.0590794643214
5754.399373371579,0.04762794410152334,19.60387956972293,164.8377520040526
6309.573444801938,0.02821510963341311,19.54899296494949,163.5436313798691
6918.309709189371,-0.001276926660428388,19.47530293850469,162.016631488167
7585.775750291837,0.0541792464840177,19.39960563076929,160.2598514919081
8317.637711026719,0.05950009810771524,19.27915469238746,158.5208578642985
9120.108393559107,0.01277639533802145,19.18959985719399,156.7611467916203
10000,0.02096306137710062,19.07129379406724,154.9256982715958
10964.78196143186,0.04216193693374305,18.89476210402909,152.6902666529779
12022.64434617415,0.03338944406622792,18.71704446181133,150.3476633301507
13182.56738556408,0.08494456403150642,18.46617908718929,148.1635472844764
14454.39770745929,0.02405829113955913,18.28624302924434,145.7805886607814
15848.93192461114,0.04764632367742164,17.9922754821122,143.1565509927877
17378.00828749377,0.05499746827443838,17.69231652935447,140.4127510444633
19054.6071796325,0.06217940970721413,17.3760502889218,137.8986689024573
20892.9613085404,0.09402249200773188,16.95951666888353,135.1685320622351
22908.67652767775,0.0455043350555738,16.6072894932897,132.4318079454591
25118.8643150958,0.02297058883657513,16.15891167610516,129.8543476057018
27542.28703338168,0.04922814797991507,15.6688572113408,127.1539892529497
30199.51720402019,0.06085921473400812,15.09084584172601,124.6223295354091
33113.11214825912,0.02144384559637246,14.59006704983385,121.9056087813646
36307.80547701017,0.05722459144596646,14.03970378821681,119.6510550948712
39810.71705534978,0.01040381051328276,13.42793317820882,117.3593518146283
43651.58322401662,0.02255371215259552,12.82151872816804,115.1166032804801
47863.00923226389,0.05754093858909246,12.1233802088988,112.8452013789986
52480.74602497726,0.06680689807030323,11.45000922958553,110.7676191971317
57543.99373371573,0.07950674485466849,10.75827961705682,108.9777129281582
63095.73444801941,0.05190928320313698,10.04127700611387,107.3615281506569
69183.09709189367,0.09801666920185491,9.315681486220011,105.8399789563357
75857.75750291845,0.08440816743213951,8.590004527080197,103.7253524049211
83176.37711026709,0.09285858287448168,7.815952888079517,102.2097741316601
91201.08393559101,0.100563322873471,7.081122185971699,101.2494959798665
100000.0000000001,0.1063913031996748,6.349910764678014,99.45981603752563
109647.8196143185,0.1002265544963546,5.533920427353661,98.61757070025078
120226.4434617413,0.07895031732096125,4.814454745420141,97.60195274628217
131825.6738556409,0.1163740589427085,4.04303611535487,96.12678876469212
144543.9770745928,0.1267974515336427,3.228381252227091,94.67113007196204
158489.3192461115,0.2041728291107625,2.430243594143385,93.35125648305706
173780.0828749375,0.04509588092152383,1.69757003788618,93.02416089588593
190546.0717963248,0.1666605694479796,0.8764564655959166,91.75084677385996
208929.6130854042,0.08829607070690637,0.1613733663743899,90.74637842024794
229086.7652767773,0.2331914235881906,-0.7783287332541157,89.92355715621659
251188.6431509582,0.06989155326030162,-1.438973540598059,88.46993809073143
275422.8703338166,0.05677401224192757,-2.22080381517707,88.17368364445274
301995.1720402017,0.06984302473642186,-2.965264077777027,86.49937078164334
331131.1214825914,0.09729635644940932,-3.737072696978525,85.2404460715257
363078.0547701013,0.100452720397493,-4.532285394424621,84.30718423615201
398107.1705534974,0.06266988308193798,-5.24626089169432,83.73047844140814
436515.8322401657,0.0757429436007318,-6.076536540626703,82.59395152487957
478630.0923226384,0.06100061111468376,-6.714656774311151,80.532494103532
524807.4602497729,0.05817906159813239,-7.454347777459237,79.22163046656445
575439.9373371567,0.08677147027554803,-8.177908497435425,77.83478066152395
630957.3444801935,0.04544476162687562,-8.954972084780984,76.76456760618885
691830.970918937,0.1221967092791722,-9.613088582843268,75.16128714715663
758577.5750291838,0.08553647180686942,-10.33679239740498,73.94470184916031
831763.7711026714,0.128200496704511,-11.02016225119848,71.55517735983361
912010.8393559093,0.1385183544108146,-11.67030009052355,69.61363994836753
1000000,0.1572782110087775,-12.33720746561221,67.94986549578893
